0.2 178.0055733
0.4 177.9504989
0.6 177.9035148
0.8 177.8626564
1 177.8266091
1.2 177.7944441
1.4 177.765478
1.6 177.7391921
1.8 177.7151829
2 177.6931285
2.2 177.6727689
2.4 177.6538926
2.6 177.6363241
2.8 177.6199169
3 177.6045465
3.2 177.5901072
3.4 177.5765075
3.6 177.5636687
3.8 177.5515216
4 177.540006
4.2 177.5290686
4.4 177.5186624
4.6 177.5087454
4.8 177.4992804
5 177.4902338
5.2 177.4815756
5.4 177.4732786
5.6 177.4653183
5.8 177.4576724
6 177.4503208
6.2 177.4432448
6.4 177.4364278
6.6 177.4298541
6.8 177.4235098
7 177.4173817
7.2 177.4114577
7.4 177.4057269
7.6 177.4001789
7.8 177.3948042
8 177.3895939
8.2 177.3845399
8.4 177.3796346
8.6 177.3748707
8.8 177.3702416
9 177.3657411
9.2 177.3613633
9.4 177.3571028
9.6 177.3529544
9.8 177.3489134
10 177.3449751
10.2 177.3411354
10.4 177.3373901
10.6 177.3337355
10.8 177.3301681
11 177.3266843
11.2 177.323281
11.4 177.3199552
11.6 177.316704
11.8 177.3135246
12 177.3104145
12.2 177.3073712
12.4 177.3043924
12.6 177.3014759
12.8 177.2986195
13 177.2958214
13.2 177.2930795
13.4 177.290392
13.6 177.2877573
13.8 177.2851737
14 177.2826396
14.2 177.2801536
14.4 177.2777141
14.6 177.2753198
14.8 177.2729693
15 177.2706613
15.2 177.2683946
15.4 177.266168
15.6 177.2639803
15.8 177.2618304
16 177.2597172
16.2 177.2576397
16.4 177.2555969
16.6 177.2535878
16.8 177.2516115
17 177.2496671
17.2 177.2477538
17.4 177.2458706
17.6 177.2440169
17.8 177.2421918
18 177.2403946
18.2 177.2386246
18.4 177.2368811
18.6 177.2351634
18.8 177.2334708
19 177.2318027
19.2 177.2301586
19.4 177.2285378
19.6 177.2269398
19.8 177.225364
