tmax =70 cas = 1 Nx = 400000
on a fait initialize
on a fait le laplacien
time sans arret =0.000551812
time sans arret =0.00110301
time sans arret =0.00162904
time sans arret =0.00213597
time sans arret =0.00262831
time sans arret =0.00310928
time sans arret =0.00358122
time sans arret =0.00404588
time sans arret =0.00450459
time sans arret =0.0049584
time sans arret =0.00540812
time sans arret =0.00585442
time sans arret =0.00629784
time sans arret =0.00673882
time sans arret =0.00717773
time sans arret =0.00761487
time sans arret =0.00805052
time sans arret =0.0084849
time sans arret =0.00891818
time sans arret =0.00935054
time sans arret =0.00978211
time sans arret =0.010213
time sans arret =0.0106434
time sans arret =0.0110733
time sans arret =0.0115028
time sans arret =0.011932
time sans arret =0.012361
time sans arret =0.0127898
time sans arret =0.0132184
time sans arret =0.013647
time sans arret =0.0140755
time sans arret =0.014504
time sans arret =0.0149325
time sans arret =0.0153611
time sans arret =0.0157897
time sans arret =0.0162184
time sans arret =0.0166472
time sans arret =0.0170761
time sans arret =0.0175052
time sans arret =0.0179344
time sans arret =0.0183639
time sans arret =0.0187935
time sans arret =0.0192232
time sans arret =0.0196532
time sans arret =0.0200834
time sans arret =0.0205138
time sans arret =0.0209444
time sans arret =0.0213753
time sans arret =0.0218064
time sans arret =0.0222377
time sans arret =0.0226692
time sans arret =0.023101
time sans arret =0.0235331
time sans arret =0.0239653
time sans arret =0.0243979
time sans arret =0.0248306
time sans arret =0.0252637
time sans arret =0.0256969
time sans arret =0.0261305
time sans arret =0.0265643
time sans arret =0.0269983
time sans arret =0.0274326
time sans arret =0.0278671
time sans arret =0.0283019
time sans arret =0.0287369
time sans arret =0.0291722
time sans arret =0.0296077
time sans arret =0.0300435
time sans arret =0.0304795
time sans arret =0.0309158
time sans arret =0.0313523
time sans arret =0.031789
time sans arret =0.032226
time sans arret =0.0326632
time sans arret =0.0331007
time sans arret =0.0335384
time sans arret =0.0339763
time sans arret =0.0344145
time sans arret =0.0348529
time sans arret =0.0352915
time sans arret =0.0357303
time sans arret =0.0361694
time sans arret =0.0366087
time sans arret =0.0370482
time sans arret =0.0374879
time sans arret =0.0379279
time sans arret =0.038368
time sans arret =0.0388084
time sans arret =0.039249
time sans arret =0.0396898
time sans arret =0.0401308
time sans arret =0.040572
time sans arret =0.0410134
time sans arret =0.041455
time sans arret =0.0418968
time sans arret =0.0423388
time sans arret =0.042781
time sans arret =0.0432234
time sans arret =0.043666
time sans arret =0.0441088
time sans arret =0.0445518
time sans arret =0.0449949
time sans arret =0.0454382
time sans arret =0.0458817
time sans arret =0.0463254
time sans arret =0.0467693
time sans arret =0.0472134
time sans arret =0.0476576
time sans arret =0.048102
time sans arret =0.0485466
time sans arret =0.0489913
time sans arret =0.0494362
time sans arret =0.0498813
time sans arret =0.0503265
time sans arret =0.0507719
time sans arret =0.0512175
time sans arret =0.0516632
time sans arret =0.0521091
time sans arret =0.0525551
time sans arret =0.0530013
time sans arret =0.0534476
time sans arret =0.0538941
time sans arret =0.0543408
time sans arret =0.0547876
time sans arret =0.0552345
time sans arret =0.0556816
time sans arret =0.0561288
time sans arret =0.0565762
time sans arret =0.0570237
time sans arret =0.0574713
time sans arret =0.0579191
time sans arret =0.058367
time sans arret =0.0588151
time sans arret =0.0592633
time sans arret =0.0597116
time sans arret =0.06016
time sans arret =0.0606086
time sans arret =0.0610573
time sans arret =0.0615062
time sans arret =0.0619551
time sans arret =0.0624042
time sans arret =0.0628534
time sans arret =0.0633027
time sans arret =0.0637522
time sans arret =0.0642017
time sans arret =0.0646514
time sans arret =0.0651012
time sans arret =0.0655511
time sans arret =0.0660011
time sans arret =0.0664513
time sans arret =0.0669015
time sans arret =0.0673519
time sans arret =0.0678024
time sans arret =0.0682529
time sans arret =0.0687036
time sans arret =0.0691544
time sans arret =0.0696053
time sans arret =0.0700563
time sans arret =0.0705074
time sans arret =0.0709586
time sans arret =0.0714099
time sans arret =0.0718613
time sans arret =0.0723128
time sans arret =0.0727644
time sans arret =0.0732161
time sans arret =0.0736679
time sans arret =0.0741198
time sans arret =0.0745717
time sans arret =0.0750238
time sans arret =0.0754759
time sans arret =0.0759282
time sans arret =0.0763805
time sans arret =0.076833
time sans arret =0.0772855
time sans arret =0.0777381
time sans arret =0.0781908
time sans arret =0.0786435
time sans arret =0.0790964
time sans arret =0.0795493
time sans arret =0.0800023
time sans arret =0.0804554
time sans arret =0.0809086
time sans arret =0.0813619
time sans arret =0.0818152
time sans arret =0.0822686
time sans arret =0.0827221
time sans arret =0.0831757
time sans arret =0.0836294
time sans arret =0.0840831
time sans arret =0.0845369
time sans arret =0.0849907
time sans arret =0.0854447
time sans arret =0.0858987
time sans arret =0.0863528
time sans arret =0.0868069
time sans arret =0.0872612
time sans arret =0.0877155
time sans arret =0.0881698
time sans arret =0.0886242
time sans arret =0.0890787
time sans arret =0.0895333
time sans arret =0.0899879
time sans arret =0.0904426
time sans arret =0.0908974
time sans arret =0.0913522
time sans arret =0.0918071
time sans arret =0.092262
time sans arret =0.092717
time sans arret =0.0931721
time sans arret =0.0936272
time sans arret =0.0940824
time sans arret =0.0945377
time sans arret =0.094993
time sans arret =0.0954483
time sans arret =0.0959038
time sans arret =0.0963592
time sans arret =0.0968148
time sans arret =0.0972704
time sans arret =0.097726
time sans arret =0.0981817
time sans arret =0.0986374
time sans arret =0.0990932
time sans arret =0.0995491
time sans arret =0.100005
time sans arret =0.100461
time sans arret =0.100917
time sans arret =0.101373
time sans arret =0.101829
time sans arret =0.102285
time sans arret =0.102742
time sans arret =0.103198
time sans arret =0.103654
time sans arret =0.10411
time sans arret =0.104567
time sans arret =0.105023
time sans arret =0.10548
time sans arret =0.105936
time sans arret =0.106393
time sans arret =0.10685
time sans arret =0.107306
time sans arret =0.107763
time sans arret =0.10822
time sans arret =0.108676
time sans arret =0.109133
time sans arret =0.10959
time sans arret =0.110047
time sans arret =0.110504
time sans arret =0.110961
time sans arret =0.111418
time sans arret =0.111875
time sans arret =0.112332
time sans arret =0.11279
time sans arret =0.113247
time sans arret =0.113704
time sans arret =0.114161
time sans arret =0.114619
time sans arret =0.115076
time sans arret =0.115533
time sans arret =0.115991
time sans arret =0.116448
time sans arret =0.116906
time sans arret =0.117363
time sans arret =0.117821
time sans arret =0.118278
time sans arret =0.118736
time sans arret =0.119194
time sans arret =0.119651
time sans arret =0.120109
time sans arret =0.120567
time sans arret =0.121025
time sans arret =0.121483
time sans arret =0.12194
time sans arret =0.122398
time sans arret =0.122856
time sans arret =0.123314
time sans arret =0.123772
time sans arret =0.12423
time sans arret =0.124688
time sans arret =0.125146
time sans arret =0.125604
time sans arret =0.126062
