3.5 62501.91901
7 72494.95122
10.5 71253.59329
14 70831.4806
17.5 70628.47453
21 70509.64372
24.5 70419.2477
28 70342.45304
31.5 70274.97538
35 70214.92964
38.5 70161.12873
42 70112.61784
45.5 70067.36028
49 70000.92288
52.5 69888.47523
56 69758.36528
59.5 69642.05703
63 69545.85197
66.5 69465.35764
