l'erreur en psi = 0
-299.998 0 0
-299.995 0 0
-299.993 0 0
-299.989 0 0
-299.986 0 0
-299.983 0 0
-299.981 0 0
-299.977 0 0
-299.974 0 0
-299.971 0 0
-299.969 0 0
-299.965 0 0
-299.962 0 0
-299.959 0 0
-299.957 0 0
-299.953 0 0
-299.95 0 0
-299.947 0 0
-299.945 0 0
-299.941 0 0
-299.938 0 0
-299.935 0 0
-299.933 0 0
-299.929 0 0
-299.926 0 0
-299.923 0 0
-299.921 0 0
-299.917 0 0
-299.914 0 0
-299.911 0 0
-299.909 0 0
-299.905 0 0
-299.902 0 0
-299.899 0 0
-299.897 0 0
-299.893 0 0
-299.89 0 0
-299.887 0 0
-299.885 0 0
-299.881 0 0
-299.878 0 0
-299.875 0 0
-299.873 0 0
-299.869 0 0
-299.866 0 0
-299.863 0 0
-299.861 0 0
-299.857 0 0
-299.854 0 0
-299.851 0 0
-299.849 0 0
-299.845 0 0
-299.842 0 0
-299.839 0 0
-299.837 0 0
-299.833 0 0
-299.83 0 0
-299.827 0 0
-299.825 0 0
-299.821 0 0
-299.818 0 0
-299.815 0 0
-299.812 0 0
-299.809 0 0
-299.806 0 0
-299.803 0 0
-299.8 0 0
-299.797 0 0
-299.794 0 0
-299.791 0 0
-299.788 0 0
-299.785 0 0
-299.782 0 0
-299.779 0 0
-299.776 0 0
-299.773 0 0
-299.77 0 0
-299.767 0 0
-299.764 0 0
-299.761 0 0
-299.758 0 0
-299.755 0 0
-299.752 0 0
-299.749 0 0
-299.746 0 0
-299.743 0 0
-299.74 0 0
-299.737 0 0
-299.734 0 0
-299.731 0 0
-299.728 0 0
-299.725 0 0
-299.722 0 0
-299.719 0 0
-299.716 0 0
-299.713 0 0
-299.71 0 0
-299.707 0 0
-299.704 0 0
-299.701 0 0
-299.698 0 0
-299.695 0 0
-299.692 0 0
-299.689 0 0
-299.686 0 0
-299.683 0 0
-299.68 0 0
-299.677 0 0
-299.674 0 0
-299.671 0 0
-299.668 0 0
-299.665 0 0
-299.662 0 0
-299.659 0 0
-299.656 0 0
-299.653 0 0
-299.65 0 0
-299.647 0 0
-299.644 0 0
-299.641 0 0
-299.638 0 0
-299.635 0 0
-299.632 0 0
-299.629 0 0
-299.626 0 0
-299.623 0 0
-299.62 0 0
-299.618 0 0
-299.614 0 0
-299.611 0 0
-299.608 0 0
-299.606 0 0
-299.602 0 0
-299.599 0 0
-299.596 0 0
-299.594 0 0
-299.59 0 0
-299.587 0 0
-299.584 0 0
-299.582 0 0
-299.578 0 0
-299.575 0 0
-299.572 0 0
-299.57 0 0
-299.566 0 0
-299.563 0 0
-299.56 0 0
-299.558 0 0
-299.554 0 0
-299.551 0 0
-299.548 0 0
-299.546 0 0
-299.542 0 0
-299.539 0 0
-299.536 0 0
-299.534 0 0
-299.53 0 0
-299.527 0 0
-299.524 0 0
-299.522 0 0
-299.518 0 0
-299.515 0 0
-299.512 0 0
-299.51 0 0
-299.506 0 0
-299.503 0 0
-299.5 0 0
-299.498 0 0
-299.494 0 0
-299.491 0 0
-299.488 0 0
-299.486 0 0
-299.482 0 0
-299.479 0 0
-299.476 0 0
-299.474 0 0
-299.47 0 0
-299.467 0 0
-299.464 0 0
-299.462 0 0
-299.458 0 0
-299.455 0 0
-299.452 0 0
-299.45 0 0
-299.446 0 0
-299.443 0 0
-299.44 0 0
-299.438 0 0
-299.434 0 0
-299.431 0 0
-299.428 0 0
-299.425 0 0
-299.422 0 0
-299.419 0 0
-299.416 0 0
-299.413 0 0
-299.41 0 0
-299.407 0 0
-299.404 0 0
-299.401 0 0
-299.398 0 0
-299.395 0 0
-299.392 0 0
-299.389 0 0
-299.386 0 0
-299.383 0 0
-299.38 0 0
-299.377 0 0
-299.374 0 0
-299.371 0 0
-299.368 0 0
-299.365 0 0
-299.362 0 0
-299.359 0 0
-299.356 0 0
-299.353 0 0
-299.35 0 0
-299.347 0 0
-299.344 0 0
-299.341 0 0
-299.338 0 0
-299.335 0 0
-299.332 0 0
-299.329 0 0
-299.326 0 0
-299.323 0 0
-299.32 0 0
-299.317 0 0
-299.314 0 0
-299.311 0 0
-299.308 0 0
-299.305 0 0
-299.302 0 0
-299.299 0 0
-299.296 0 0
-299.293 0 0
-299.29 0 0
-299.287 0 0
-299.284 0 0
-299.281 0 0
-299.278 0 0
-299.275 0 0
-299.272 0 0
-299.269 0 0
-299.266 0 0
-299.263 0 0
-299.26 0 0
-299.257 0 0
-299.254 0 0
-299.251 0 0
-299.248 0 0
-299.245 0 0
-299.243 0 0
-299.239 0 0
-299.236 0 0
