tmax =70 cas = 1 Nx = 100000
on a fait initialize
on a fait le laplacien
time sans arret =0.00220725
time sans arret =0.00416531
time sans arret =0.00595634
time sans arret =0.00766483
time sans arret =0.00932757
time sans arret =0.0109647
time sans arret =0.0125876
time sans arret =0.0142033
time sans arret =0.0158162
time sans arret =0.0174292
time sans arret =0.0190441
time sans arret =0.0206621
time sans arret =0.0222841
time sans arret =0.0239105
time sans arret =0.0255418
time sans arret =0.027178
time sans arret =0.0288194
time sans arret =0.030466
time sans arret =0.0321176
time sans arret =0.0337743
time sans arret =0.0354358
time sans arret =0.0371023
time sans arret =0.0387734
time sans arret =0.040449
time sans arret =0.0421291
time sans arret =0.0438134
time sans arret =0.0455019
time sans arret =0.0471944
time sans arret =0.0488907
time sans arret =0.0505907
time sans arret =0.0522943
time sans arret =0.0540014
time sans arret =0.0557118
time sans arret =0.0574255
time sans arret =0.0591422
time sans arret =0.060862
time sans arret =0.0625846
time sans arret =0.06431
time sans arret =0.0660381
time sans arret =0.0677688
time sans arret =0.069502
time sans arret =0.0712377
time sans arret =0.0729756
time sans arret =0.0747158
time sans arret =0.0764582
time sans arret =0.0782027
time sans arret =0.0799492
time sans arret =0.0816977
time sans arret =0.0834481
time sans arret =0.0852003
time sans arret =0.0869543
time sans arret =0.08871
time sans arret =0.0904674
time sans arret =0.0922264
time sans arret =0.0939869
time sans arret =0.0957489
time sans arret =0.0975125
time sans arret =0.0992774
time sans arret =0.101044
time sans arret =0.102811
time sans arret =0.10458
time sans arret =0.10635
time sans arret =0.108122
time sans arret =0.109894
time sans arret =0.111668
time sans arret =0.113443
time sans arret =0.115218
time sans arret =0.116995
time sans arret =0.118773
time sans arret =0.120552
time sans arret =0.122332
time sans arret =0.124112
time sans arret =0.125894
time sans arret =0.127676
time sans arret =0.12946
time sans arret =0.131244
time sans arret =0.133029
time sans arret =0.134814
time sans arret =0.136601
time sans arret =0.138388
time sans arret =0.140176
time sans arret =0.141964
time sans arret =0.143753
time sans arret =0.145543
time sans arret =0.147334
time sans arret =0.149125
time sans arret =0.150916
time sans arret =0.152709
time sans arret =0.154501
time sans arret =0.156295
time sans arret =0.158089
time sans arret =0.159883
time sans arret =0.161678
time sans arret =0.163473
time sans arret =0.165269
time sans arret =0.167065
time sans arret =0.168862
time sans arret =0.170659
time sans arret =0.172457
time sans arret =0.174255
time sans arret =0.176053
time sans arret =0.177852
time sans arret =0.179651
time sans arret =0.18145
time sans arret =0.18325
time sans arret =0.18505
time sans arret =0.186851
time sans arret =0.188652
time sans arret =0.190453
time sans arret =0.192254
time sans arret =0.194056
time sans arret =0.195858
time sans arret =0.19766
time sans arret =0.199463
time sans arret =0.201266
time sans arret =0.203069
time sans arret =0.204872
time sans arret =0.206676
time sans arret =0.208479
time sans arret =0.210283
time sans arret =0.212088
time sans arret =0.213892
time sans arret =0.215697
time sans arret =0.217502
time sans arret =0.219307
time sans arret =0.221112
time sans arret =0.222917
time sans arret =0.224723
time sans arret =0.226529
time sans arret =0.228335
time sans arret =0.230141
time sans arret =0.231947
time sans arret =0.233754
time sans arret =0.23556
time sans arret =0.237367
time sans arret =0.239174
time sans arret =0.240981
time sans arret =0.242788
time sans arret =0.244595
time sans arret =0.246402
time sans arret =0.24821
time sans arret =0.250017
time sans arret =0.251825
time sans arret =0.253633
time sans arret =0.25544
time sans arret =0.257248
time sans arret =0.259056
time sans arret =0.260865
time sans arret =0.262673
time sans arret =0.264481
time sans arret =0.266289
time sans arret =0.268098
time sans arret =0.269906
time sans arret =0.271715
time sans arret =0.273523
time sans arret =0.275332
time sans arret =0.277141
time sans arret =0.27895
time sans arret =0.280758
time sans arret =0.282567
time sans arret =0.284376
time sans arret =0.286185
time sans arret =0.287994
time sans arret =0.289803
time sans arret =0.291613
time sans arret =0.293422
time sans arret =0.295231
time sans arret =0.29704
time sans arret =0.298849
time sans arret =0.300658
time sans arret =0.302468
time sans arret =0.304277
time sans arret =0.306086
time sans arret =0.307896
time sans arret =0.309705
time sans arret =0.311514
time sans arret =0.313324
time sans arret =0.315133
time sans arret =0.316942
time sans arret =0.318752
time sans arret =0.320561
time sans arret =0.322371
time sans arret =0.32418
time sans arret =0.325989
time sans arret =0.327799
time sans arret =0.329608
time sans arret =0.331418
time sans arret =0.333227
time sans arret =0.335036
time sans arret =0.336846
time sans arret =0.338655
time sans arret =0.340464
time sans arret =0.342274
time sans arret =0.344083
time sans arret =0.345892
time sans arret =0.347701
time sans arret =0.349511
time sans arret =0.35132
time sans arret =0.353129
time sans arret =0.354938
time sans arret =0.356747
time sans arret =0.358557
time sans arret =0.360366
time sans arret =0.362175
time sans arret =0.363984
time sans arret =0.365793
time sans arret =0.367602
time sans arret =0.369411
time sans arret =0.37122
time sans arret =0.373029
time sans arret =0.374837
time sans arret =0.376646
time sans arret =0.378455
time sans arret =0.380264
time sans arret =0.382073
time sans arret =0.383881
time sans arret =0.38569
time sans arret =0.387498
time sans arret =0.389307
time sans arret =0.391116
time sans arret =0.392924
time sans arret =0.394732
time sans arret =0.396541
time sans arret =0.398349
time sans arret =0.400158
time sans arret =0.401966
time sans arret =0.403774
time sans arret =0.405582
time sans arret =0.40739
time sans arret =0.409198
time sans arret =0.411006
time sans arret =0.412814
time sans arret =0.414622
time sans arret =0.41643
time sans arret =0.418238
time sans arret =0.420046
time sans arret =0.421854
time sans arret =0.423661
time sans arret =0.425469
time sans arret =0.427276
time sans arret =0.429084
time sans arret =0.430891
time sans arret =0.432699
time sans arret =0.434506
time sans arret =0.436314
time sans arret =0.438121
time sans arret =0.439928
time sans arret =0.441735
time sans arret =0.443542
time sans arret =0.445349
time sans arret =0.447156
time sans arret =0.448963
time sans arret =0.45077
time sans arret =0.452577
time sans arret =0.454384
time sans arret =0.45619
time sans arret =0.457997
time sans arret =0.459803
time sans arret =0.46161
time sans arret =0.463416
time sans arret =0.465223
time sans arret =0.467029
time sans arret =0.468835
time sans arret =0.470642
time sans arret =0.472448
time sans arret =0.474254
time sans arret =0.47606
time sans arret =0.477866
time sans arret =0.479672
time sans arret =0.481478
time sans arret =0.483283
time sans arret =0.485089
time sans arret =0.486895
time sans arret =0.4887
time sans arret =0.490506
time sans arret =0.492311
time sans arret =0.494117
time sans arret =0.495922
time sans arret =0.497727
time sans arret =0.499533
time sans arret =0.501338
time sans arret =0.503143
time sans arret =0.504948
time sans arret =0.506753
time sans arret =0.508558
time sans arret =0.510363
time sans arret =0.512167
time sans arret =0.513972
time sans arret =0.515777
time sans arret =0.517581
time sans arret =0.519386
time sans arret =0.52119
time sans arret =0.522995
time sans arret =0.524799
time sans arret =0.526603
