0.2 356.1444445
0.4 356.1449616
0.6 356.1457508
0.8 356.1468028
1 356.1478837
1.2 356.1489113
1.4 356.149902
1.6 356.150882
1.8 356.1518513
2 356.1527931
2.2 356.1536988
2.4 356.1545726
2.6 356.1554243
2.8 356.1562619
3 356.1570876
3.2 356.1579023
3.4 356.1587034
3.6 356.1594886
3.8 356.1602571
4 356.1610081
4.2 356.1617417
4.4 356.1624592
4.6 356.1631627
4.8 356.1638538
5 356.1645337
5.2 356.1652029
5.4 356.1658627
5.6 356.1665137
5.8 356.1671564
6 356.167791
6.2 356.1684175
6.4 356.1690364
6.6 356.1696479
6.8 356.1702523
7 356.17085
7.2 356.1714414
7.4 356.1720267
7.6 356.172606
7.8 356.173179
8 356.1737459
8.2 356.174307
8.4 356.1748625
8.6 356.1754127
8.8 356.1759579
9 356.1764985
9.2 356.1770349
9.4 356.1775674
9.6 356.1780961
9.8 356.1786215
10 356.1791438
10.2 356.1796631
10.4 356.1801794
10.6 356.1806929
10.8 356.1812037
11 356.181712
11.2 356.1822179
11.4 356.1827212
11.6 356.183222
11.8 356.1837204
12 356.1842168
12.2 356.1847112
12.4 356.1852034
12.6 356.1856933
12.8 356.1861808
13 356.1866663
13.2 356.18715
13.4 356.187632
13.6 356.1881121
13.8 356.1885903
14 356.1890665
14.2 356.1895407
14.4 356.190013
14.6 356.190483
14.8 356.1909507
15 356.1914162
15.2 356.1918797
15.4 356.1923416
15.6 356.192802
15.8 356.193261
16 356.1937181
16.2 356.194173
16.4 356.1946251
16.6 356.1950745
16.8 356.1955213
17 356.1959662
17.2 356.1964096
17.4 356.196852
17.6 356.1972936
17.8 356.1977341
18 356.1981733
18.2 356.198611
18.4 356.1990468
18.6 356.1994806
18.8 356.1999125
19 356.2003427
19.2 356.2007716
19.4 356.2011994
19.6 356.2016262
19.8 356.202052
