l'erreur en psi = 0
-299.997 0 0
-299.991 0 0
-299.985 0 0
-299.979 0 0
-299.973 0 0
-299.967 0 0
-299.961 0 0
-299.955 0 0
-299.949 0 0
-299.943 0 0
-299.937 0 0
-299.931 0 0
-299.925 0 0
-299.919 0 0
-299.913 0 0
-299.907 0 0
-299.901 0 0
-299.895 0 0
-299.889 0 0
-299.883 0 0
-299.877 0 0
-299.871 0 0
-299.865 0 0
-299.859 0 0
-299.853 0 0
-299.847 0 0
-299.841 0 0
-299.835 0 0
-299.829 0 0
-299.823 0 0
-299.817 0 0
-299.811 0 0
-299.805 0 0
-299.799 0 0
-299.793 0 0
-299.787 0 0
-299.781 0 0
-299.775 0 0
-299.769 0 0
-299.763 0 0
-299.757 0 0
-299.751 0 0
-299.745 0 0
-299.739 0 0
-299.733 0 0
-299.727 0 0
-299.721 0 0
-299.715 0 0
-299.709 0 0
-299.703 0 0
-299.697 0 0
-299.691 0 0
-299.685 0 0
-299.679 0 0
-299.673 0 0
-299.667 0 0
-299.661 0 0
-299.655 0 0
-299.649 0 0
-299.643 0 0
-299.637 0 0
-299.631 0 0
-299.625 0 0
-299.619 0 0
-299.613 0 0
-299.607 0 0
-299.601 0 0
-299.595 0 0
-299.589 0 0
-299.583 0 0
-299.577 0 0
-299.571 0 0
-299.565 0 0
-299.559 0 0
-299.553 0 0
-299.547 0 0
-299.541 0 0
-299.535 0 0
-299.529 0 0
-299.523 0 0
-299.517 0 0
-299.511 0 0
-299.505 0 0
-299.499 0 0
-299.493 0 0
-299.487 0 0
-299.481 0 0
-299.475 0 0
-299.469 0 0
-299.463 0 0
-299.457 0 0
-299.451 0 0
-299.445 0 0
-299.439 0 0
-299.433 0 0
-299.427 0 0
-299.421 0 0
-299.415 0 0
-299.409 0 0
-299.403 0 0
-299.397 0 0
-299.391 0 0
-299.385 0 0
-299.379 0 0
-299.373 0 0
-299.367 0 0
-299.361 0 0
-299.355 0 0
-299.349 0 0
-299.343 0 0
-299.337 0 0
-299.331 0 0
-299.325 0 0
-299.319 0 0
-299.313 0 0
-299.307 0 0
-299.301 0 0
-299.295 0 0
-299.289 0 0
-299.283 0 0
-299.277 0 0
-299.271 0 0
-299.265 0 0
-299.259 0 0
