-299.988 2 0 -0
-299.964 2 0 -0
-299.94 2 0 -0
-299.916 2 0 -0
-299.892 2 0 -0
-299.868 2 0 -0
-299.844 2 0 -0
-299.82 2 0 -0
-299.796 2 0 -0
-299.772 2 0 -0
-299.748 2 0 -0
-299.724 2 0 -0
-299.7 2 0 -0
-299.676 2 0 -0
-299.652 2 0 -0
-299.628 2 0 -0
-299.604 2 0 -0
-299.58 2 0 -0
-299.556 2 0 -0
-299.532 2 0 -0
-299.508 2 0 -0
-299.484 2 0 -0
-299.46 2 0 -0
-299.436 2 0 -0
-299.412 2 0 -0
-299.388 2 0 -0
-299.364 2 0 -0
-299.34 2 0 -0
-299.316 2 0 -0
-299.292 2 0 -0
-299.268 2 0 -0
-299.244 2 0 -0
-299.22 2 0 -0
-299.196 2 0 -0
-299.172 2 0 -0
-299.148 2 0 -0
-299.124 2 0 -0
-299.1 2 0 -0
-299.076 2 0 -0
-299.052 2 0 -0
-299.028 2 0 -0
-299.004 2 0 -0
-298.98 2 0 -0
-298.956 2 0 -0
-298.932 2 0 -0
-298.908 2 0 -0
-298.884 2 0 -0
-298.86 2 0 -0
-298.836 2 0 -0
-298.812 2 0 -0
-298.788 2 0 -0
-298.764 2 0 -0
-298.74 2 0 -0
-298.716 2 0 -0
-298.692 2 0 -0
-298.668 2 0 -0
-298.644 2 0 -0
-298.62 2 0 -0
-298.596 2 0 -0
-298.572 2 0 -0
-298.548 2 0 -0
-298.524 2 0 -0
-298.5 2 0 -0
-298.476 2 0 -0
-298.452 2 0 -0
-298.428 2 0 -0
-298.404 2 0 -0
-298.38 2 0 -0
-298.356 2 0 -0
-298.332 2 0 -0
-298.308 2 0 -0
-298.284 2 0 -0
-298.26 2 0 -0
-298.236 2 0 -0
-298.212 2 0 -0
-298.188 2 0 -0
-298.164 2 0 -0
-298.14 2 0 -0
-298.116 2 0 -0
-298.092 2 0 -0
-298.068 2 0 -0
-298.044 2 0 -0
-298.02 2 0 -0
-297.996 2 0 -0
-297.972 2 0 -0
-297.948 2 0 -0
-297.924 2 0 -0
-297.9 2 0 -0
-297.876 2 0 -0
-297.852 2 0 -0
-297.828 2 0 -0
-297.804 2 0 -0
-297.78 2 0 -0
-297.756 2 0 -0
-297.732 2 0 -0
-297.708 2 0 -0
-297.684 2 0 -0
-297.66 2 0 -0
-297.636 2 0 -0
-297.612 2 0 -0
-297.588 2 0 -0
-297.564 2 0 -0
-297.54 2 0 -0
-297.516 2 0 -0
-297.492 2 0 -0
-297.468 2 0 -0
-297.444 2 0 -0
-297.42 2 0 -0
-297.396 2 0 -0
-297.372 2 0 -0
-297.348 2 0 -0
-297.324 2 0 -0
-297.3 2 0 -0
-297.276 2 0 -0
-297.252 2 0 -0
-297.228 2 0 -0
-297.204 2 0 -0
-297.18 2 0 -0
-297.156 2 0 -0
-297.132 2 0 -0
-297.108 2 0 -0
-297.084 2 0 -0
-297.06 2 0 -0
-297.036 2 0 -0
-297.012 2 0 -0
-296.988 2 0 -0
-296.964 2 0 -0
-296.94 2 0 -0
-296.916 2 0 -0
-296.892 2 0 -0
-296.868 2 0 -0
-296.844 2 0 -0
-296.82 2 0 -0
-296.796 2 0 -0
-296.772 2 0 -0
-296.748 2 0 -0
-296.724 2 0 -0
-296.7 2 0 -0
-296.676 2 0 -0
-296.652 2 0 -0
-296.628 2 0 -0
-296.604 2 0 -0
-296.58 2 0 -0
-296.556 2 0 -0
-296.532 2 0 -0
-296.508 2 0 -0
-296.484 2 0 -0
-296.46 2 0 -0
-296.436 2 0 -0
-296.412 2 0 -0
-296.388 2 0 -0
-296.364 2 0 -0
-296.34 2 0 -0
-296.316 2 0 -0
-296.292 2 0 -0
-296.268 2 0 -0
-296.244 2 0 -0
-296.22 2 0 -0
-296.196 2 0 -0
-296.172 2 0 -0
-296.148 2 0 -0
-296.124 2 0 -0
-296.1 2 0 -0
-296.076 2 0 -0
-296.052 2 0 -0
-296.028 2 0 -0
-296.004 2 0 -0
-295.98 2 0 -0
-295.956 2 0 -0
-295.932 2 0 -0
-295.908 2 0 -0
-295.884 2 0 -0
-295.86 2 0 -0
-295.836 2 0 -0
-295.812 2 0 -0
-295.788 2 0 -0
-295.764 2 0 -0
-295.74 2 0 -0
-295.716 2 0 -0
-295.692 2 0 -0
-295.668 2 0 -0
-295.644 2 0 -0
-295.62 2 0 -0
-295.596 2 0 -0
-295.572 2 0 -0
-295.548 2 0 -0
-295.524 2 0 -0
-295.5 2 0 -0
-295.476 2 0 -0
-295.452 2 0 -0
-295.428 2 0 -0
-295.404 2 0 -0
-295.38 2 0 -0
-295.356 2 0 -0
-295.332 2 0 -0
-295.308 2 0 -0
-295.284 2 0 -0
-295.26 2 0 -0
-295.236 2 0 -0
-295.212 2 0 -0
-295.188 2 0 -0
-295.164 2 0 -0
-295.14 2 0 -0
-295.116 2 0 -0
-295.092 2 0 -0
-295.068 2 0 -0
-295.044 2 0 -0
-295.02 2 0 -0
-294.996 2 0 -0
