0.2 712.2883601
0.4 712.2890831
0.6 712.2898557
0.8 712.2906808
1 712.291468
1.2 712.2922324
1.4 712.2930069
1.6 712.2937909
1.8 712.2945633
2 712.2953232
2.2 712.2960795
2.4 712.296836
2.6 712.2975907
2.8 712.2983424
3 712.2990919
3.2 712.29984
3.4 712.3005869
3.6 712.3013324
3.8 712.3020765
4 712.3028193
4.2 712.3035608
4.4 712.3043012
4.6 712.3050405
4.8 712.3057786
5 712.3065156
5.2 712.3072516
5.4 712.3079864
5.6 712.3087203
5.8 712.3094531
6 712.3101851
6.2 712.3109161
6.4 712.3116464
6.6 712.3123758
6.8 712.3131043
7 712.3138321
7.2 712.3145592
7.4 712.3152856
7.6 712.3160112
7.8 712.3167362
8 712.3174606
8.2 712.3181843
8.4 712.3189075
8.6 712.3196299
8.8 712.3203517
9 712.3210728
9.2 712.3217933
9.4 712.3225131
9.6 712.3232322
9.8 712.3239507
10 712.3246686
10.2 712.3253858
10.4 712.3261024
10.6 712.3268185
10.8 712.3275339
11 712.3282488
11.2 712.3289633
11.4 712.3296772
11.6 712.3303904
11.8 712.331103
12 712.3318153
12.2 712.3325274
12.4 712.3332388
12.6 712.3339495
12.8 712.3346594
13 712.335369
13.2 712.3360784
13.4 712.3367876
13.6 712.3374962
13.8 712.338204
14 712.3389112
14.2 712.3396178
14.4 712.3403241
14.6 712.3410302
14.8 712.3417359
15 712.3424412
15.2 712.3431459
15.4 712.3438498
15.6 712.3445529
15.8 712.3452553
16 712.3459574
16.2 712.3466593
16.4 712.3473611
16.6 712.3480627
16.8 712.3487641
17 712.3494647
17.2 712.3501645
17.4 712.3508631
17.6 712.3515606
17.8 712.3522572
18 712.3529534
18.2 712.3536496
18.4 712.3543463
18.6 712.3550436
18.8 712.3557414
19 712.3564393
19.2 712.3571365
19.4 712.3578323
19.6 712.3585261
19.8 712.3592176
